order_id,order_date,region,category,customer_age,sales,quantity,discount,profit,satisfaction
ORD-0130,2024-08-22,East,Furniture,69,174.23,4,0.2,71.47,2.7
ORD-0139,2024-07-07,North,Apparel,27,27.78,5,0.15,33.37,3.2
ORD-0292,2024-03-14,,Furniture,33,164.72,1,0,39.82,3.1
ORD-0157,2024-06-25,East,Grocery,62,36.72,2,0,22.78,4.3
ORD-0122,2024-09-15,East,Grocery,27,37.12,7,0,48.12,3.3
ORD-0100,2024-10-04,West,Grocery,30,24.76,2,0,11.67,3.6
ORD-0084,2024-08-09,West,Electronics,70,89.51,5,0,112.38,4.9
ORD-0311,2024-06-08,North,Furniture,58,161.78,1,0.3,-5.37,5
ORD-0144,2024-05-04,South,Furniture,27,195.59,8,0,456.79,5
ORD-0148,2024-11-25,North,Apparel,59,62.56,4,0,57.67,4.6
ORD-0328,2024-11-11,West,Grocery,42,50.73,3,0,47.49,2.6
ORD-0112,2024-11-30,West,Grocery,20,45.69,9,0.3,6.66,5
ORD-0108,2024-02-19,West,Grocery,49,31.54,2,0,17.19,4.4
ORD-0129,2024-09-14,West,Furniture,29,,6,0.2,108.11,5
ORD-0132,2024-01-28,South,Apparel,50,69.45,2,0.1,28.87,3.2
ORD-0064,2024-04-28,South,Electronics,59,279.29,2,0.05,133.19,5
ORD-0014,2024-07-13,East,Grocery,27,20.15,5,0.15,32.73,4.0
ORD-0282,2024-12-16,West,Furniture,42,242.58,10,0.15,337.35,4.0
ORD-0296,2024-10-26,East,Grocery,44,60.05,2,0,25.69,3.0
ORD-0010,2024-02-01,South,Furniture,62,108.48,2,0.05,33.49,4.3
ORD-0375,2024-05-09,East,Apparel,53,46.27,5,0,76.06,2.9
ORD-0185,2024-08-02,West,Electronics,58,206.14,1,0,69.7,3.9
ORD-0016,2024-09-20,North,Furniture,59,,10,0.1,394.72,3.7
ORD-0059,2024-01-23,South,Furniture,50,199.65,10,0,558.36,3.2
ORD-0142,2024-01-24,East,Furniture,21,108.33,1,0,13.85,4.2
ORD-0043,2024-06-18,North,Furniture,57,119.28,1,0.15,28.61,3.5
ORD-0189,2024-12-17,East,Grocery,45,20.69,5,0.15,33.51,3.7
ORD-0331,2024-03-24,East,Grocery,46,21.54,3,0,7.97,3.6
ORD-0184,2024-11-10,West,Apparel,58,63.38,7,0.3,4.93,3.7
ORD-0316,2024-04-15,West,Grocery,61,30.83,9,0.2,9.74,4.0
ORD-0350,2024-05-12,East,Apparel,27,88.79,2,0,45.04,4.1
ORD-0256,2024-02-19,South,Electronics,,276.34,5,0.3,15.03,3.9
ORD-0319,2024-12-09,West,Furniture,33,178.14,3,0.2,63.31,4.1
ORD-0318,2024-03-27,West,Apparel,40,85.96,4,0.3,1.45,5
ORD-0030,2024-10-07,North,Furniture,26,176.12,3,0.2,46.7,3.5
ORD-0086,2024-03-20,East,Furniture,51,91.82,8,0.2,73.51,4.5
ORD-0298,2024-07-16,West,Grocery,43,36.02,7,0.3,-4.54,4.6
ORD-0106,2024-07-04,North,Apparel,23,59.29,3,0,44.86,4.7
ORD-0153,2024-09-16,East,Grocery,,44.89,4,0,48.51,4.1
ORD-0177,2024-08-08,South,Electronics,54,213.32,1,0,79.36,3.1
ORD-0286,2024-06-24,North,Furniture,44,180.55,3,0,146.08,3.5
ORD-0063,2024-02-17,South,Furniture,51,285.11,9,0.3,26.11,5
ORD-0051,2024-10-06,West,Furniture,50,162.07,7,0.2,126.51,3.9
ORD-0353,2024-08-31,East,Grocery,62,36.01,3,0.15,12.6,4.6
ORD-0009,2024-06-23,South,Electronics,40,144.76,10,0.1,257.27,3.2
ORD-0154,2024-11-03,,Apparel,42,91.97,3,0.1,56.67,4.8
ORD-0161,2024-01-25,South,Furniture,66,147.23,5,0.05,174.13,3.6
ORD-0200,2024-03-14,East,Apparel,31,71.18,6,0,105.8,4.0
ORD-0359,2024-03-13,South,Furniture,22,131.23,5,0,181.34,3.6
ORD-0056,2024-05-07,North,Furniture,67,203.6,2,0.2,37.55,5
ORD-0108,2024-02-19,West,Grocery,49,31.54,2,0,17.19,4.4
ORD-0090,2024-05-04,West,Furniture,51,156.75,8,0.05,311.37,3.8
ORD-0288,2024-01-02,West,Electronics,63,262.86,10,0,735.38,4.0
ORD-0120,2024-01-04,West,Furniture,28,5.0,4,0.15,1.79,3.6
ORD-0362,2024-06-03,East,Electronics,55,303.05,1,0.2,20.34,4.6
ORD-0028,2024-11-21,West,Electronics,23,86.32,7,0,161.73,4.2
ORD-0007,2024-09-25,West,Electronics,39,286.87,2,0.05,153.71,4.0
ORD-0128,2024-06-05,North,Electronics,44,3911.4,10,0.2,244.73,3.8
ORD-0107,2024-11-28,East,Furniture,48,127.88,7,0,255.1,3.4
ORD-0323,2024-08-17,East,Electronics,28,280.77,2,0.05,125.74,3.7
ORD-0183,2024-06-24,West,Furniture,65,283.52,6,0.3,19.16,4.6
ORD-0216,2024-11-03,East,Electronics,49,206.66,10,0,570.68,4.5
ORD-0021,2024-09-02,South,Furniture,28,187.88,6,0.05,267.78,3.6
ORD-0019,2024-02-06,East,Electronics,57,244.2,6,0,414.78,3.3
ORD-0085,2024-01-01,East,Grocery,43,38.04,8,0.2,30.85,5
ORD-0254,2024-05-29,East,Grocery,64,48.08,6,0.15,19.07,3.3
ORD-0373,2024-12-02,North,Furniture,54,101.08,9,0,269.77,3.5
ORD-0156,2024-10-26,East,Grocery,54,35.11,4,0.05,35.92,3.3
ORD-0109,2024-08-23,North,Grocery,61,42.29,3,0.15,17.11,4.2
ORD-0193,2024-10-23,East,Electronics,32,,10,0,809.1,4.4
ORD-0099,2024-04-16,West,Electronics,40,86.34,2,0.3,25.79,4.2
ORD-0237,2024-06-14,West,Apparel,34,42.65,2,0.2,1.61,3.5
ORD-0378,2024-05-04,West,Grocery,49,9.17,3,0.3,20.75,4.4
ORD-0168,2024-08-07,North,Apparel,50,42.52,7,0,76.27,4.6
ORD-0333,2024-12-04,East,Grocery,50,37.9,5,0,40.77,3.7
ORD-0225,2024-10-03,East,Grocery,52,33.59,7,0.2,22.66,4.6
ORD-0343,2024-02-22,West,Apparel,61,58.87,2,0.3,-18.51,3.7
ORD-0357,2024-02-02,North,Apparel,34,67.59,7,0.05,104.57,3.5
ORD-0192,2024-01-08,South,Apparel,18,12.45,3,0.3,8.68,3.1
ORD-0360,2024-07-26,West,Apparel,21,118.03,9,0,288.47,4.9
ORD-0364,2024-07-01,South,Electronics,62,,3,0.05,84.15,3.0
ORD-0235,2024-01-15,East,Electronics,34,420.03,1,0.3,-6.03,4.4
ORD-0096,2024-08-18,South,Apparel,38,72.2,7,0,139.6,3.6
ORD-0207,2024-01-21,South,Apparel,58,47.11,2,0,3.62,2.8
ORD-0109,2024-08-23,North,Grocery,61,42.29,3,0.15,17.11,4.2
ORD-0349,2024-06-30,East,Grocery,62,55.74,4,0.05,70.21,2.7
ORD-0369,2024-07-26,North,Grocery,61,37.51,1,0.2,14.13,4.3
ORD-0228,2024-07-10,East,Apparel,41,56.71,3,0,87.1,4.9
ORD-0127,2024-10-14,South,Electronics,61,382.71,4,0,424.59,5
ORD-0336,2024-01-31,South,Grocery,61,42.86,3,0.15,34.86,3.8
ORD-0024,2024-04-26,East,Furniture,51,135.26,4,0,159.14,2.7
ORD-0113,2024-01-21,West,Electronics,32,55.66,8,0.1,88.1,4.5
ORD-0068,2024-08-30,East,Electronics,36,242.21,9,0,608.45,4.4
ORD-0249,2024-05-20,East,Electronics,31,3807.3,10,0.2,256.27,4.9
ORD-0066,2024-09-03,East,Electronics,49,191.76,5,0.05,220.66,3.8
ORD-0313,2024-10-26,North,Grocery,62,50.55,5,0,83.95,4.7
ORD-0251,2024-02-16,East,Grocery,44,23.98,5,0.2,10.71,4.9
ORD-0330,2024-09-12,South,Apparel,,78.69,7,0,167.41,3.8
ORD-0079,2024-03-26,North,Apparel,28,57.97,7,0,128.17,4.9
ORD-0242,2024-01-14,West,Furniture,54,204.17,3,0.05,136.07,4.4
ORD-0152,2024-08-11,South,Apparel,68,112.89,5,0,156.52,5
ORD-0015,2024-10-28,East,Electronics,34,296.67,1,0.2,43.98,4.0
ORD-0067,2024-12-28,North,Electronics,36,154.97,8,0.05,275.09,3.2
ORD-0147,2024-05-01,East,Grocery,21,49.22,7,0,100.5,4.4
ORD-0312,2024-12-16,North,Electronics,40,178.34,8,0.3,13.89,5.0
ORD-0052,2024-01-28,East,Electronics,18,278.57,4,0,302.84,4.5
ORD-0143,2024-04-24,West,Electronics,,193.85,6,0.3,16.13,4.0
ORD-0225,2024-10-03,East,Grocery,52,33.59,7,0.2,22.66,4.6
ORD-0313,2024-10-26,North,Grocery,62,50.55,5,0,83.95,4.7
ORD-0232,2024-09-06,East,Electronics,56,217.03,1,0.3,-10.64,5
ORD-0088,2024-09-27,North,Apparel,45,70.13,1,0.05,32.86,3.8
ORD-0190,2024-09-02,West,Grocery,45,22.6,5,0.1,21.79,4.8
ORD-0095,2024-10-31,East,Furniture,43,179.1,7,0,358.91,4.3
ORD-0160,2024-11-26,East,Grocery,36,38.01,2,0.05,11.53,4.2
ORD-0061,2024-01-16,East,Apparel,26,51.89,4,0,29.0,2.8
ORD-0260,2024-08-03,North,Apparel,56,101.25,3,0,96.05,3.8
ORD-0230,2024-05-23,West,Electronics,24,195.06,10,0.2,187.94,3.8
ORD-0126,2024-07-15,West,Electronics,25,80.87,4,0,78.86,4.7
ORD-0219,2024-11-06,South,Apparel,18,57.77,10,0.1,118.17,4.6
ORD-0293,2024-06-27,East,Furniture,46,186.73,2,0,112.84,4.0
ORD-0175,2024-11-22,East,Apparel,35,66.64,4,0,61.89,4.3
ORD-0347,2024-03-03,East,Apparel,41,42.32,1,0.05,27.06,3.1
ORD-0039,2024-02-07,South,Grocery,33,38.98,8,0.1,63.89,3.6
ORD-0133,2024-11-10,South,Grocery,62,22.94,1,0,-10.79,4.3
ORD-0274,2024-12-11,East,Grocery,57,40.43,3,0.15,11.77,4.7
ORD-0247,2024-04-05,West,Electronics,45,390.05,9,0.05,825.23,4.9
ORD-0188,2024-11-28,East,Electronics,67,57.55,7,0.2,60.55,4.1
ORD-0294,2024-05-07,East,Electronics,20,207.43,7,0,391.06,4.5
ORD-0304,2024-07-16,East,Electronics,60,343.17,2,0.3,26.55,4.9
ORD-0240,2024-06-22,West,Electronics,70,295.42,7,0,569.91,3.5
ORD-0029,2024-03-22,East,Grocery,26,46.86,7,0,89.7,5
ORD-0178,2024-08-20,West,Grocery,38,25.96,10,0,65.32,3.1
ORD-0265,2024-12-13,North,Grocery,35,53.64,1,0.05,-3.96,3.1
ORD-0075,2024-05-16,West,Electronics,50,152.88,3,0,113.92,3.5
ORD-0289,2024-12-08,East,Apparel,30,95.56,2,0,53.76,4.7
ORD-0071,2024-01-13,East,Apparel,18,77.48,8,0.15,115.32,5
ORD-0324,2024-09-05,East,Furniture,65,230.26,3,0.3,8.5,4.2
ORD-0363,2024-12-03,West,Electronics,22,195.42,10,0.3,29.32,5
ORD-0116,2024-07-28,South,Grocery,41,38.05,1,0,19.43,2.7
ORD-0372,2024-02-16,West,Electronics,70,54.5,1,0,18.88,5
ORD-0302,2024-04-14,East,Furniture,46,196.08,10,0,545.03,5.0
ORD-0134,2024-03-25,South,Grocery,68,27.77,8,0.05,77.94,3.6
ORD-0206,2024-11-11,East,Apparel,58,132.91,1,0.3,15.26,3.5
ORD-0244,2024-05-11,South,Electronics,30,384.08,4,0.3,5.61,4.2
ORD-0346,2024-06-30,East,Grocery,41,22.81,10,0,39.12,3.4
ORD-0153,2024-09-16,East,Grocery,,44.89,4,0,48.51,4.1
ORD-0027,2024-11-30,West,Electronics,69,82.54,1,0.2,-9.86,3.2
ORD-0097,2024-04-04,North,Apparel,51,139.48,6,0,233.89,4.1
ORD-0065,2024-01-24,North,Grocery,58,23.22,8,0.05,44.11,3.9
ORD-0180,2024-04-03,North,Furniture,38,233.48,10,0.15,321.01,4.0
ORD-0246,2024-09-16,West,Grocery,50,38.61,5,0,56.19,4.1
ORD-0105,2024-04-03,East,Apparel,,117.16,3,0.2,23.76,4.7
ORD-0032,2024-05-12,North,Electronics,44,164.99,5,0.3,9.2,5
ORD-0110,2024-07-09,East,Apparel,65,107.14,2,0.05,46.14,5
ORD-0297,2024-03-29,East,Furniture,40,217.08,4,0,233.38,4.0
ORD-0222,2024-10-19,East,Apparel,35,45.63,5,0,73.01,2.6
ORD-0214,2024-12-21,East,Apparel,64,74.17,8,0,176.26,3.7
ORD-0093,2024-09-15,East,Apparel,31,50.45,1,0.05,21.03,3.6
ORD-0098,2024-02-25,East,Apparel,23,62.36,7,0.1,95.86,4.0
ORD-0083,2024-12-17,North,Apparel,51,30.8,6,0,51.92,3.0
ORD-0012,2024-03-07,South,Electronics,33,234.15,2,0.2,65.96,4.6
ORD-0027,2024-11-30,West,Electronics,69,82.54,1,0.2,-9.86,3.2
ORD-0223,2024-09-30,East,Grocery,52,,8,0.1,45.47,2.8
ORD-0283,2024-12-12,East,Furniture,51,261.71,8,0,590.78,4.2
ORD-0229,2024-06-25,West,Apparel,51,74.06,10,0,200.58,3.8
ORD-0348,2024-07-01,North,Furniture,38,152.94,8,0,347.13,3.4
ORD-0212,2024-08-29,East,Grocery,27,19.55,8,0.15,17.92,4.0
ORD-0164,2024-01-28,East,Grocery,40,31.01,3,0.15,21.55,4.1
ORD-0046,2024-01-09,North,Electronics,23,2400.45,1,0,40.66,4.2
ORD-0118,2024-05-18,West,Apparel,36,87.9,9,0,214.59,3.4
ORD-0309,2024-07-24,West,Grocery,58,53.48,8,0,122.76,4.6
ORD-0308,2024-12-05,South,Electronics,40,99.82,5,0,157.54,4.3
ORD-0335,2024-10-04,West,Grocery,51,27.97,8,0,48.8,2.0
ORD-0287,2024-04-06,West,Apparel,29,15.41,4,0.3,-2.71,5
ORD-0173,2024-03-23,East,Electronics,38,221.22,9,0.1,388.95,4.7
ORD-0352,2024-09-06,North,Electronics,48,217.38,8,0,525.17,4.5
ORD-0094,2024-05-31,East,Apparel,57,70.54,4,0,69.82,4.2
ORD-0320,2024-12-28,East,Apparel,55,66.87,3,0.1,36.06,3.7
ORD-0044,2024-04-02,West,Electronics,66,439.77,4,0,500.8,4.4
ORD-0264,2024-08-20,North,Furniture,20,191.44,1,0,73.92,5
ORD-0053,2024-02-13,South,Electronics,42,216.04,3,0,172.27,4.9
ORD-0263,2024-02-25,North,Grocery,29,35.06,1,0.1,19.23,4.9
ORD-0187,2024-08-28,North,Grocery,53,28.01,2,0,17.38,3.8
ORD-0368,2024-01-08,North,Apparel,38,94.59,3,0,85.1,5
ORD-0073,2024-05-28,East,Apparel,41,78.06,4,0,82.28,4.8
ORD-0114,2024-04-01,West,Grocery,56,40.3,10,0,123.32,3.8
ORD-0245,2024-02-19,,Grocery,36,26.49,4,0,33.54,3.7
ORD-0334,2024-05-31,East,Electronics,46,36.38,1,0,16.11,3.8
ORD-0278,2024-06-13,East,Electronics,68,257.7,7,0.3,6.92,3.8
ORD-0135,2024-03-22,West,Apparel,57,,10,0.05,210.9,3.9
ORD-0327,2024-03-15,West,Apparel,41,113.89,1,0.15,25.9,4.5
ORD-0332,2024-01-02,East,Grocery,57,25.79,8,0.2,27.62,5
ORD-0037,2024-11-06,North,Electronics,30,245.61,6,0.3,12.05,3.8
ORD-0165,2024-10-30,West,Furniture,50,35.22,3,0.2,11.71,4.0
ORD-0317,2024-12-25,North,Furniture,34,192.92,4,0,213.33,4.3
ORD-0202,2024-05-28,West,Electronics,40,153.76,6,0.15,133.73,4.4
ORD-0033,2024-08-03,North,Grocery,26,53.27,8,0.3,11.62,3.1
ORD-0337,2024-09-03,South,Furniture,59,,7,0.1,134.45,5
ORD-0291,2024-02-08,East,Electronics,51,113.3,1,0,30.07,3.2
ORD-0371,2024-01-29,West,Electronics,57,205.5,6,0.1,234.72,3.7
ORD-0195,2024-09-10,South,Electronics,31,312.51,5,0,428.74,2.8
ORD-0176,2024-11-19,West,Electronics,47,305.92,7,0.15,305.59,3.2
ORD-0262,2024-09-21,East,Apparel,61,13.62,6,0.15,14.14,3.9
ORD-0241,2024-01-30,East,Electronics,63,284.24,6,0,485.13,2.5
ORD-0243,2024-06-11,West,Grocery,48,31.32,8,0,76.42,5
ORD-0001,2024-02-18,West,Furniture,55,219.26,2,0.3,18.52,5.0
ORD-0234,2024-04-30,South,Apparel,32,11.95,7,0,16.7,4.3
ORD-0162,2024-01-16,West,Grocery,19,42.78,9,0.2,48.41,3.2
ORD-0227,2024-12-24,West,Furniture,41,174.42,2,0,105.6,3.4
ORD-0315,2024-09-26,East,Apparel,40,111.47,4,0.05,104.58,4.9
ORD-0208,2024-12-01,East,Electronics,41,259.93,3,0,213.47,4.3
ORD-0026,2024-08-28,East,Grocery,39,28.24,6,0.1,37.06,4.3
ORD-0018,2024-11-03,East,Electronics,24,297.31,2,0,161.1,4.2
ORD-0045,2024-03-17,North,Electronics,50,45.02,5,0.15,45.04,3.0
ORD-0060,2024-01-09,South,Grocery,55,20.99,3,0.3,0.91,3.1
ORD-0102,2024-11-06,West,Electronics,41,226.06,1,0.05,54.59,4.4
ORD-0124,2024-01-28,North,Electronics,58,,3,0,17.82,4.0
ORD-0194,2024-12-18,North,Apparel,68,100.25,4,0.15,60.03,3.6
ORD-0131,2024-02-16,West,Furniture,50,188.71,7,0.1,254.9,3.9
ORD-0340,2024-05-09,North,Electronics,24,245.21,4,0.3,9.8,3.5
ORD-0123,2024-07-15,West,Furniture,66,182.61,2,0,108.53,4.8
ORD-0003,2024-10-22,North,Apparel,43,1650.75,10,0,302.66,4.6
ORD-0074,2024-01-25,West,Grocery,24,39.74,2,0.1,33.07,3.5
ORD-0210,2024-03-01,South,Apparel,69,,1,0.2,6.79,4.0
ORD-0198,2024-05-31,West,Electronics,41,134.13,6,0.2,75.78,3.2
ORD-0199,2024-11-21,North,Furniture,19,265.09,3,0.1,151.09,4.3
ORD-0377,2024-05-12,North,Electronics,41,318.75,9,0,808.47,4.0
ORD-0197,2024-09-12,East,Apparel,52,5.15,8,0,14.1,3.0
ORD-0215,2024-12-08,East,Apparel,21,59.74,8,0.2,62.56,4.1
ORD-0344,2024-11-12,East,Grocery,43,39.62,10,0.2,40.64,3.7
ORD-0355,2024-06-18,North,Apparel,47,87.61,6,0.2,54.55,3.5
ORD-0217,2024-12-12,East,Apparel,27,40.42,8,0.2,59.09,4.5
ORD-0205,2024-02-25,East,Apparel,20,37.44,7,0.05,70.32,4.8
ORD-0326,2024-11-30,South,Furniture,34,99.7,2,0.05,27.35,2.8
ORD-0211,2024-12-14,West,Furniture,56,136.15,2,0,64.73,2.5
ORD-0170,2024-08-18,South,Electronics,53,1591.65,10,0.1,177.68,3.9
ORD-0281,2024-05-11,North,Grocery,49,58.25,1,0,-2.62,3.8
ORD-0145,2024-05-15,East,Furniture,21,2940.75,5,0.15,144.75,3.5
ORD-0279,2024-10-01,West,Apparel,69,99.31,5,0,138.27,4.7
ORD-0233,2024-06-12,North,Apparel,32,111.46,2,0.05,43.56,2.8
ORD-0022,2024-09-27,West,Grocery,59,34.17,6,0,47.62,2.5
ORD-0167,2024-07-01,East,Furniture,,249.71,2,0.1,94.03,5
ORD-0006,2024-08-20,West,Electronics,37,232.13,9,0.15,305.21,3.2
ORD-0137,2024-07-11,,Furniture,68,182.44,5,0.1,184.89,4.2
ORD-0186,2024-09-26,East,Electronics,69,140.54,4,0.05,130.58,2.2
ORD-0285,2024-03-28,West,Apparel,38,102.17,9,0,248.01,3.9
ORD-0209,2024-04-04,West,Grocery,20,41.65,5,0.05,56.83,3.7
ORD-0356,2024-08-23,North,Electronics,20,274.46,10,0.2,273.23,4.2
ORD-0261,2024-07-24,East,Furniture,39,27.89,6,0.1,49.21,3.8
ORD-0101,2024-11-16,South,Furniture,43,153.68,7,0,287.64,4.3
ORD-0023,2024-07-01,South,Grocery,32,31.9,6,0,44.79,2.7
ORD-0036,2024-09-16,West,Apparel,53,56.12,4,0,59.38,5
ORD-0138,2024-02-23,East,Furniture,52,126.21,6,0.2,60.86,3.7
ORD-0136,2024-09-16,East,Electronics,38,383.47,9,0.2,347.55,4.7
ORD-0376,2024-02-16,East,Apparel,57,76.64,6,0,137.38,4.1
ORD-0091,2024-01-12,East,Electronics,49,224.23,5,0,344.44,5.0
ORD-0140,2024-06-07,North,Furniture,55,251.62,3,0,207.21,5
ORD-0038,2024-05-12,North,Furniture,30,88.1,8,0.3,24.41,3.7
ORD-0345,2024-08-23,West,Electronics,25,209.06,10,0,586.87,3.9
ORD-0111,2024-05-24,North,Electronics,,166.44,4,0,189.27,3.7
ORD-0179,2024-12-30,North,Electronics,28,161.73,4,0.15,69.55,4.1
ORD-0040,2024-07-06,East,Furniture,34,181.07,2,0,117.4,3.7
ORD-0255,2024-01-11,East,Furniture,23,74.22,9,0,185.8,4.2
ORD-0182,2024-10-04,East,Grocery,,52.74,9,0.1,102.81,4.7
ORD-0272,2024-10-09,East,Electronics,56,291.4,4,0.05,276.27,4.2
ORD-0223,2024-09-30,East,Grocery,52,,8,0.1,45.47,2.8
ORD-0257,2024-09-24,East,Electronics,62,340.98,10,0.2,342.78,3.4
ORD-0280,2024-05-04,West,Apparel,31,101.03,2,0.1,28.05,5
ORD-0325,2024-08-10,West,Apparel,30,108.34,2,0.2,19.75,4.2
ORD-0076,2024-10-10,North,Apparel,31,117.35,7,0,236.43,3.1
ORD-0277,2024-07-13,West,Grocery,62,23.77,5,0,27.82,2.9
ORD-0115,2024-04-21,East,Electronics,41,,2,0.1,69.41,4.0
ORD-0092,2024-01-18,South,Electronics,39,134.0,4,0.15,85.39,3.8
ORD-0002,2024-08-05,East,Electronics,70,258.17,7,0.15,266.78,4.2
ORD-0220,2024-11-04,South,Furniture,32,77.2,7,0,138.29,5.0
ORD-0270,2024-05-04,West,Grocery,32,31.55,5,0.2,5.62,4.2
